Order_ID,Order_Date,Product_ID,Product_Category,Buyer_Gender,Buyer_Age,Order_Location,International_Shipping,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating
152794,2024-07-02,BF1545,Other,Male,21,Manchester,Yes,10,40,50,2,100,1
179716,2023-12-17,BF1545,Other,Male,32,Miami,No,10,0,10,2,20,4
153580,2023-12-26,BF1548,Clothing,Male,22,Detroit,No,65,0,65,4,260,3
130812,2023-11-17,BF1554,Ornaments,Female,25,New York,No,20,0,20,1,20,5
138366,2023-11-25,BF1546,Clothing,Male,21,Pittsburgh,No,118,0,118,1,118,1
196645,2024-02-02,BF1543,Clothing,Male,27,Manchester,Yes,100,40,140,1,140,5
195403,2024-10-22,BF1548,Clothing,Male,22,New Jersey,No,65,0,65,5,325,4
198809,2024-06-23,BF1544,Other,Male,33,Cleveland,No,9,0,9,4,36,4
140521,2023-12-25,BF1545,Other,Male,34,Paris,Yes,10,50,60,1,60,1
145111,2024-09-22,BF1549,Clothing,Male,18,San Francisco,No,130,0,130,1,130,3
160689,2024-08-21,BF1551,Ornaments,Female,23,Liverpool,Yes,15,40,55,1,55,4
128362,2024-09-11,BF1546,Clothing,Male,25,New Delhi,Yes,118,70,188,2,376,4
151285,2024-09-04,BF1546,Clothing,Female,35,San Francisco,No,118,0,118,1,118,1
187660,2024-03-04,BF1551,Ornaments,Male,29,Sydney,Yes,15,100,115,1,115,4
129411,2024-02-18,BF1548,Clothing,Female,33,New Jersey,No,65,0,65,4,260,2
154142,2024-01-19,BF1548,Clothing,Male,28,New Jersey,No,65,0,65,1,65,3
125715,2024-01-01,BF1547,Ornaments,Male,19,Detroit,No,32,0,32,1,32,5
150175,2024-07-07,BF1550,Clothing,Male,31,Memphis,No,97,0,97,1,97,1
190279,2024-01-03,BF1548,Clothing,Female,27,Las Vegas,No,65,0,65,3,195,5
125446,2024-07-05,BF1551,Ornaments,Female,32,Dublin,Yes,15,40,55,1,55,3
171264,2024-08-24,BF1551,Ornaments,Male,24,Las Vegas,No,15,0,15,1,15,5
177955,2023-12-16,BF1550,Clothing,Male,28,Las Vegas,No,97,0,97,1,97,4
125020,2024-10-16,BF1554,Ornaments,Male,23,Detroit,No,20,0,20,1,20,4
151198,2024-03-24,BF1547,Ornaments,Male,21,Portland,No,32,0,32,1,32,4
155487,2024-03-29,BF1550,Clothing,Male,33,Las Vegas,No,97,0,97,3,291,1
159327,2024-09-22,BF1543,Clothing,Male,18,Sacramento,No,100,0,100,1,100,4
169318,2024-05-29,BF1548,Clothing,Male,33,New York,No,65,0,65,2,130,4
169683,2024-06-12,BF1544,Other,Male,19,Toronto,Yes,9,25,34,1,34,1
131579,2024-08-06,BF1552,Ornaments,Male,18,Sydney,Yes,45,100,145,2,290,4
142818,2023-11-21,BF1551,Ornaments,Female,29,London,Yes,15,40,55,3,165,4
158633,2023-12-31,BF1545,Other,Male,26,London,Yes,10,40,50,1,50,5
170958,2024-05-06,BF1546,Clothing,Male,31,New Delhi,Yes,118,70,188,1,188,5
124701,2024-07-20,BF1551,Ornaments,Male,27,San Francisco,No,15,0,15,1,15,1
177947,2024-01-09,BF1547,Ornaments,Female,20,Toronto,Yes,32,25,57,1,57,3
197437,2024-04-20,BF1551,Ornaments,Male,25,Memphis,No,15,0,15,1,15,4
194083,2024-08-08,BF1543,Clothing,Male,22,Paris,Yes,100,50,150,1,150,1
159011,2024-03-24,BF1554,Ornaments,Male,35,Sacramento,No,20,0,20,1,20,5
146974,2023-12-05,BF1548,Clothing,Male,26,Cardiff,Yes,65,40,105,1,105,1
198146,2024-01-12,BF1550,Clothing,Female,34,Austin,No,97,0,97,2,194,2
170783,2024-06-27,BF1550,Clothing,Male,29,Liverpool,Yes,97,40,137,1,137,5
152272,2024-01-26,BF1545,Other,Male,31,Montreal,Yes,10,25,35,4,140,2
122475,2024-07-29,BF1549,Clothing,Female,20,New Delhi,Yes,130,70,200,1,200,5
120467,2024-05-18,BF1548,Clothing,Female,20,Pittsburgh,No,65,0,65,2,130,2
173861,2024-04-15,BF1545,Other,Male,33,Memphis,No,10,0,10,2,20,5
194035,2024-06-27,BF1548,Clothing,Male,21,Sydney,Yes,65,100,165,1,165,4
187286,2024-02-17,BF1545,Other,Female,23,Portland,No,10,0,10,1,10,3
150593,2024-02-23,BF1543,Clothing,Male,33,New Delhi,Yes,100,70,170,1,170,4
122285,2024-03-10,BF1548,Clothing,Male,24,Las Vegas,No,65,0,65,1,65,5
148440,2024-08-09,BF1551,Ornaments,Male,22,Cleveland,No,15,0,15,1,15,2
128922,2024-07-07,BF1544,Other,Female,33,Las Vegas,No,9,0,9,1,9,2
182487,2024-06-29,BF1552,Ornaments,Male,30,Las Vegas,No,45,0,45,1,45,2
150372,2023-11-25,BF1543,Clothing,Male,28,Cleveland,No,100,0,100,3,300,4
148147,2024-01-02,BF1551,Ornaments,Male,31,Memphis,No,15,0,15,1,15,4
142966,2024-09-03,BF1545,Other,Male,25,London,Yes,10,40,50,1,50,2
160576,2024-05-02,BF1548,Clothing,Female,27,Pittsburgh,No,65,0,65,1,65,1
186672,2024-01-23,BF1548,Clothing,Male,25,New York,No,65,0,65,1,65,5
162587,2024-07-02,BF1554,Ornaments,Male,25,Austin,No,20,0,20,5,100,5
121223,2024-11-02,BF1551,Ornaments,Male,28,Mumbai,Yes,15,70,85,1,85,3
146788,2024-03-31,BF1543,Clothing,Male,28,San Francisco,No,100,0,100,1,100,5
155128,2024-02-08,BF1545,Other,Male,22,Las Vegas,No,10,0,10,1,10,4
185678,2024-09-23,BF1544,Other,Male,19,Portland,No,9,0,9,1,9,5
166406,2024-05-08,BF1551,Ornaments,Male,31,Manchester,Yes,15,40,55,1,55,4
149440,2024-07-24,BF1550,Clothing,Male,34,Manchester,Yes,97,40,137,1,137,1
162095,2024-09-13,BF1549,Clothing,Female,23,Pittsburgh,No,130,0,130,1,130,5
181378,2024-01-28,BF1547,Ornaments,Male,21,Dublin,Yes,32,40,72,1,72,5
184545,2024-08-11,BF1544,Other,Female,20,Sacramento,No,9,0,9,4,36,2
149236,2024-04-01,BF1553,Ornaments,Male,23,San Francisco,No,50,0,50,4,200,3
160723,2024-07-12,BF1543,Clothing,Female,25,Cleveland,No,100,0,100,5,500,2
161515,2024-06-22,BF1548,Clothing,Male,25,Paris,Yes,65,50,115,2,230,4
198075,2024-10-02,BF1544,Other,Female,21,Las Vegas,No,9,0,9,1,9,4
178482,2024-08-07,BF1548,Clothing,Female,19,Pittsburgh,No,65,0,65,3,195,1
165601,2023-11-11,BF1550,Clothing,Male,19,Toronto,Yes,97,25,122,1,122,2
121448,2023-12-11,BF1551,Ornaments,Female,27,Cardiff,Yes,15,40,55,3,165,3
188333,2024-03-16,BF1551,Ornaments,Male,23,Cleveland,No,15,0,15,3,45,1
180490,2023-12-23,BF1555,Other,Male,33,San Antonio,No,23,0,23,1,23,3
142921,2024-07-23,BF1550,Clothing,Female,20,Pittsburgh,No,97,0,97,1,97,2
134218,2024-09-20,BF1543,Clothing,Male,24,Paris,Yes,100,50,150,1,150,3
123488,2024-06-30,BF1548,Clothing,Male,28,San Antonio,No,65,0,65,1,65,4
196483,2024-06-19,BF1553,Ornaments,Female,30,New York,No,50,0,50,3,150,4
155498,2024-04-06,BF1547,Ornaments,Male,29,San Francisco,No,32,0,32,1,32,2
165062,2024-08-27,BF1544,Other,Male,32,Miami,No,9,0,9,3,27,5
134257,2024-04-05,BF1550,Clothing,Male,35,Cleveland,No,97,0,97,5,485,5
187832,2024-08-06,BF1554,Ornaments,Female,35,Austin,No,20,0,20,2,40,4
173729,2024-05-21,BF1543,Clothing,Male,29,Pittsburgh,No,100,0,100,1,100,4
130439,2024-01-02,BF1545,Other,Male,28,Miami,No,10,0,10,1,10,5
176610,2024-02-02,BF1544,Other,Female,30,Las Vegas,No,9,0,9,5,45,1
176345,2024-10-09,BF1553,Ornaments,Male,18,Detroit,No,50,0,50,1,50,5
148734,2024-04-16,BF1548,Clothing,Female,29,Cardiff,Yes,65,40,105,3,315,3
136962,2024-10-29,BF1548,Clothing,Male,18,Pittsburgh,No,65,0,65,2,130,1
155042,2023-12-08,BF1547,Ornaments,Male,21,Miami,No,32,0,32,2,64,1
155369,2024-03-16,BF1548,Clothing,Male,24,Detroit,No,65,0,65,1,65,4
148645,2024-06-27,BF1554,Ornaments,Female,34,Liverpool,Yes,20,40,60,2,120,4
139754,2024-05-21,BF1550,Clothing,Male,33,New York,No,97,0,97,2,194,4
125045,2024-01-30,BF1544,Other,Male,25,Cleveland,No,9,0,9,1,9,2
148996,2024-05-18,BF1550,Clothing,Female,35,New Delhi,Yes,97,70,167,1,167,5
146516,2023-12-15,BF1549,Clothing,Female,24,Detroit,No,130,0,130,1,130,5
155692,2024-03-28,BF1554,Ornaments,Male,29,San Francisco,No,20,0,20,1,20,1
124642,2024-01-26,BF1551,Ornaments,Male,35,Austin,No,15,0,15,1,15,2
164160,2024-01-31,BF1544,Other,Male,27,Las Vegas,No,9,0,9,1,9,4
131242,2023-12-18,BF1545,Other,Male,27,Austin,No,10,0,10,4,40,1
128051,2024-09-26,BF1555,Other,Male,19,New Jersey,No,23,0,23,5,115,1
125040,2024-10-12,BF1543,Clothing,Male,20,Pittsburgh,No,100,0,100,1,100,4
155141,2024-08-21,BF1543,Clothing,Male,28,New York,No,100,0,100,1,100,5
137266,2024-07-28,BF1545,Other,Female,28,Pittsburgh,No,10,0,10,4,40,4
181271,2024-10-30,BF1548,Clothing,Male,22,Miami,No,65,0,65,1,65,5
158628,2024-05-31,BF1548,Clothing,Male,24,Cardiff,Yes,65,40,105,1,105,1
167244,2023-11-23,BF1551,Ornaments,Female,18,Paris,Yes,15,50,65,1,65,4
192796,2024-05-12,BF1548,Clothing,Female,19,New Delhi,Yes,65,70,135,1,135,2
157705,2024-04-04,BF1550,Clothing,Male,22,Liverpool,Yes,97,40,137,1,137,5
198416,2024-05-27,BF1545,Other,Male,28,Austin,No,10,0,10,3,30,1
175092,2024-01-24,BF1551,Ornaments,Male,30,Las Vegas,No,15,0,15,4,60,3
125534,2024-03-12,BF1553,Ornaments,Male,24,San Antonio,No,50,0,50,2,100,4
127517,2024-01-06,BF1551,Ornaments,Female,33,New Jersey,No,15,0,15,1,15,5
162044,2024-01-10,BF1549,Clothing,Male,30,Dublin,Yes,130,40,170,1,170,1
187558,2024-01-16,BF1548,Clothing,Male,31,New York,No,65,0,65,1,65,4
136673,2024-01-31,BF1551,Ornaments,Male,31,Memphis,No,15,0,15,1,15,4
178732,2024-02-20,BF1545,Other,Male,24,New Jersey,No,10,0,10,1,10,2
126462,2024-03-03,BF1548,Clothing,Male,21,Austin,No,65,0,65,1,65,4
171199,2024-04-25,BF1544,Other,Male,28,Paris,Yes,9,50,59,1,59,2
170180,2024-05-13,BF1550,Clothing,Male,35,Austin,No,97,0,97,4,388,5
196774,2024-03-25,BF1544,Other,Male,26,New York,No,9,0,9,1,9,4
127908,2024-06-26,BF1545,Other,Male,27,Detroit,No,10,0,10,4,40,4
120654,2024-08-23,BF1548,Clothing,Male,31,Glasgow,Yes,65,40,105,1,105,1
172192,2024-05-31,BF1543,Clothing,Female,24,Sydney,Yes,100,100,200,2,400,4
167495,2024-02-27,BF1550,Clothing,Female,34,Las Vegas,No,97,0,97,1,97,5
139118,2024-10-02,BF1543,Clothing,Male,29,New Delhi,Yes,100,70,170,1,170,5
137579,2024-07-10,BF1554,Ornaments,Male,28,Portland,No,20,0,20,1,20,1
177663,2024-04-29,BF1551,Ornaments,Female,21,London,Yes,15,40,55,4,220,1
190206,2024-04-06,BF1554,Ornaments,Male,21,Manchester,Yes,20,40,60,1,60,4
152395,2024-04-29,BF1548,Clothing,Male,21,Toronto,Yes,65,25,90,3,270,3
122826,2024-08-02,BF1544,Other,Male,31,Memphis,No,9,0,9,2,18,1
169656,2023-12-07,BF1550,Clothing,Female,30,Miami,No,97,0,97,1,97,1
165554,2024-06-14,BF1548,Clothing,Male,24,Austin,No,65,0,65,2,130,5
185133,2024-09-08,BF1547,Ornaments,Male,23,New York,No,32,0,32,1,32,2
143557,2024-05-15,BF1548,Clothing,Female,29,Portland,No,65,0,65,1,65,5
125398,2024-01-05,BF1551,Ornaments,Male,31,London,Yes,15,40,55,1,55,4
148536,2024-05-27,BF1548,Clothing,Female,33,Paris,Yes,65,50,115,3,345,4
160149,2024-03-28,BF1550,Clothing,Female,18,Las Vegas,No,97,0,97,5,485,1
157568,2024-10-13,BF1548,Clothing,Male,32,New Jersey,No,65,0,65,1,65,4
164328,2024-06-05,BF1543,Clothing,Male,30,London,Yes,100,40,140,4,560,4
182873,2024-10-29,BF1546,Clothing,Male,29,Portland,No,118,0,118,1,118,5
147886,2024-09-07,BF1550,Clothing,Male,34,Austin,No,97,0,97,1,97,4
158357,2024-02-20,BF1543,Clothing,Male,35,Pittsburgh,No,100,0,100,1,100,4
138225,2024-05-12,BF1546,Clothing,Male,29,Manchester,Yes,118,40,158,1,158,1
142134,2024-09-24,BF1548,Clothing,Male,22,Sacramento,No,65,0,65,3,195,5
162115,2024-05-25,BF1551,Ornaments,Female,22,Cleveland,No,15,0,15,4,60,3
195573,2024-03-12,BF1543,Clothing,Female,28,Detroit,No,100,0,100,1,100,1
160260,2024-05-25,BF1554,Ornaments,Female,26,Cardiff,Yes,20,40,60,2,120,4
153481,2024-01-23,BF1549,Clothing,Male,18,Paris,Yes,130,50,180,3,540,4
135033,2024-01-30,BF1544,Other,Male,23,Portland,No,9,0,9,1,9,5
161364,2024-09-29,BF1543,Clothing,Female,20,Detroit,No,100,0,100,1,100,5
173470,2024-10-06,BF1550,Clothing,Male,18,Detroit,No,97,0,97,2,194,5
176965,2024-02-28,BF1553,Ornaments,Female,25,San Francisco,No,50,0,50,2,100,2
151636,2024-10-18,BF1550,Clothing,Male,24,San Francisco,No,97,0,97,1,97,3
138408,2024-04-05,BF1548,Clothing,Male,22,Memphis,No,65,0,65,1,65,4
128661,2024-02-23,BF1545,Other,Female,34,Sacramento,No,10,0,10,4,40,4
130811,2024-07-27,BF1552,Ornaments,Male,33,New Jersey,No,45,0,45,2,90,5
192668,2024-01-01,BF1548,Clothing,Male,25,Pittsburgh,No,65,0,65,1,65,4
125627,2024-05-08,BF1550,Clothing,Female,23,Las Vegas,No,97,0,97,2,194,4
136438,2024-01-24,BF1543,Clothing,Male,30,Austin,No,100,0,100,1,100,3
171581,2024-03-05,BF1551,Ornaments,Female,30,Detroit,No,15,0,15,5,75,4
180431,2024-02-23,BF1550,Clothing,Female,34,Portland,No,97,0,97,1,97,5
130549,2024-05-26,BF1550,Clothing,Male,21,Manchester,Yes,97,40,137,2,274,4
132376,2024-08-24,BF1548,Clothing,Male,25,Cleveland,No,65,0,65,1,65,4
141130,2024-06-07,BF1546,Clothing,Male,20,Dublin,Yes,118,40,158,2,316,5
126358,2024-10-03,BF1551,Ornaments,Female,33,Dublin,Yes,15,40,55,1,55,5
163330,2024-02-23,BF1543,Clothing,Male,20,Mumbai,Yes,100,70,170,5,850,3
184053,2024-02-26,BF1543,Clothing,Male,34,Glasgow,Yes,100,40,140,1,140,2
186442,2023-11-05,BF1547,Ornaments,Female,20,Portland,No,32,0,32,4,128,2
181840,2024-05-18,BF1545,Other,Male,32,Portland,No,10,0,10,2,20,5
183723,2024-07-16,BF1552,Ornaments,Male,26,Pittsburgh,No,45,0,45,1,45,4
132047,2024-06-26,BF1548,Clothing,Female,24,Memphis,No,65,0,65,1,65,4
165727,2024-04-30,BF1549,Clothing,Female,34,Portland,No,130,0,130,1,130,5
187225,2024-02-06,BF1548,Clothing,Female,21,Las Vegas,No,65,0,65,1,65,4
133956,2023-12-25,BF1554,Ornaments,Male,19,Miami,No,20,0,20,1,20,5
198885,2024-03-25,BF1544,Other,Male,31,Sacramento,No,9,0,9,2,18,3
187251,2024-05-10,BF1544,Other,Male,29,New Jersey,No,9,0,9,1,9,5
166795,2024-01-05,BF1551,Ornaments,Male,29,Paris,Yes,15,50,65,5,325,5
172815,2024-01-01,BF1551,Ornaments,Male,33,Detroit,No,15,0,15,3,45,5
183625,2024-06-08,BF1543,Clothing,Male,34,Sydney,Yes,100,100,200,2,400,4
134324,2024-02-28,BF1549,Clothing,Male,24,San Antonio,No,130,0,130,1,130,4
184711,2024-03-24,BF1548,Clothing,Male,19,New York,No,65,0,65,1,65,5
143670,2024-04-29,BF1543,Clothing,Male,31,Austin,No,100,0,100,1,100,1
179709,2024-07-13,BF1550,Clothing,Male,31,San Francisco,No,97,0,97,1,97,5
192309,2024-04-01,BF1545,Other,Male,26,Portland,No,10,0,10,1,10,3
126922,2024-03-23,BF1545,Other,Male,26,Paris,Yes,10,50,60,1,60,5
175100,2024-10-09,BF1545,Other,Male,24,Glasgow,Yes,10,40,50,4,200,3
173970,2024-05-05,BF1548,Clothing,Male,19,Memphis,No,65,0,65,1,65,5
170949,2024-02-08,BF1554,Ornaments,Male,32,Sacramento,No,20,0,20,4,80,4
143339,2024-02-02,BF1549,Clothing,Male,27,New York,No,130,0,130,1,130,4
181134,2024-01-13,BF1551,Ornaments,Male,22,Detroit,No,15,0,15,1,15,4
189126,2024-02-04,BF1551,Ornaments,Male,32,Manchester,Yes,15,40,55,1,55,5
189873,2024-06-14,BF1544,Other,Male,34,Austin,No,9,0,9,2,18,2
186375,2024-09-06,BF1547,Ornaments,Female,26,San Francisco,No,32,0,32,2,64,4
162696,2024-10-22,BF1544,Other,Female,20,Portland,No,9,0,9,1,9,5
154293,2024-03-27,BF1550,Clothing,Male,31,Portland,No,97,0,97,2,194,1
165450,2024-09-27,BF1545,Other,Female,28,San Antonio,No,10,0,10,1,10,2
162401,2024-02-23,BF1553,Ornaments,Male,30,Portland,No,50,0,50,1,50,1
146518,2024-03-23,BF1547,Ornaments,Male,25,Sacramento,No,32,0,32,1,32,5
132181,2024-07-24,BF1552,Ornaments,Male,21,San Francisco,No,45,0,45,1,45,1
165822,2024-09-01,BF1550,Clothing,Female,26,Cardiff,Yes,97,40,137,1,137,3
139075,2024-09-09,BF1546,Clothing,Male,19,Montreal,Yes,118,25,143,1,143,5
121309,2024-07-18,BF1554,Ornaments,Male,20,Manchester,Yes,20,40,60,5,300,5
155051,2024-10-03,BF1547,Ornaments,Male,27,Toronto,Yes,32,25,57,1,57,3
127864,2024-03-13,BF1554,Ornaments,Female,33,Montreal,Yes,20,25,45,1,45,3
160644,2024-06-22,BF1551,Ornaments,Male,34,Memphis,No,15,0,15,2,30,3
173521,2024-06-29,BF1543,Clothing,Male,34,Mumbai,Yes,100,70,170,4,680,2
188625,2024-06-26,BF1548,Clothing,Male,33,Montreal,Yes,65,25,90,1,90,3
132954,2024-02-15,BF1543,Clothing,Male,31,Sydney,Yes,100,100,200,1,200,1
196670,2024-04-06,BF1543,Clothing,Female,30,Glasgow,Yes,100,40,140,1,140,4
185545,2024-02-29,BF1544,Other,Male,34,London,Yes,9,40,49,1,49,3
153387,2024-10-14,BF1550,Clothing,Male,26,Liverpool,Yes,97,40,137,1,137,5
150687,2023-11-18,BF1551,Ornaments,Male,31,Liverpool,Yes,15,40,55,1,55,4
154304,2024-04-10,BF1548,Clothing,Male,20,Mumbai,Yes,65,70,135,1,135,5
165260,2024-05-17,BF1554,Ornaments,Female,30,Pittsburgh,No,20,0,20,1,20,5
126215,2024-07-07,BF1550,Clothing,Female,21,Toronto,Yes,97,25,122,2,244,4
137331,2024-04-19,BF1543,Clothing,Female,33,New York,No,100,0,100,1,100,4
128388,2024-09-22,BF1551,Ornaments,Male,22,Las Vegas,No,15,0,15,1,15,2
182342,2023-11-30,BF1550,Clothing,Male,19,Memphis,No,97,0,97,1,97,5
158410,2024-08-27,BF1551,Ornaments,Male,26,Cardiff,Yes,15,40,55,2,110,3
156527,2023-11-23,BF1552,Ornaments,Male,26,New Jersey,No,45,0,45,3,135,2
159284,2024-07-05,BF1548,Clothing,Male,20,London,Yes,65,40,105,1,105,3
149527,2024-03-03,BF1548,Clothing,Male,29,Pittsburgh,No,65,0,65,3,195,5
186874,2024-07-28,BF1544,Other,Female,23,Manchester,Yes,9,40,49,2,98,4
139556,2024-08-01,BF1546,Clothing,Male,25,Pittsburgh,No,118,0,118,3,354,3
179429,2024-08-26,BF1550,Clothing,Male,20,Liverpool,Yes,97,40,137,2,274,4
195865,2024-05-03,BF1544,Other,Male,24,Paris,Yes,9,50,59,2,118,5
165905,2024-06-05,BF1549,Clothing,Male,23,San Francisco,No,130,0,130,3,390,2
172941,2024-10-27,BF1550,Clothing,Male,32,Liverpool,Yes,97,40,137,1,137,1
170857,2023-12-24,BF1543,Clothing,Female,28,Pittsburgh,No,100,0,100,1,100,2
172586,2023-12-14,BF1544,Other,Male,31,New Jersey,No,9,0,9,1,9,2
178416,2024-03-05,BF1548,Clothing,Female,20,Memphis,No,65,0,65,1,65,4
180132,2024-03-24,BF1547,Ornaments,Male,29,New Jersey,No,32,0,32,3,96,4
159478,2024-08-18,BF1548,Clothing,Male,22,San Francisco,No,65,0,65,1,65,4
123374,2024-09-30,BF1544,Other,Male,25,San Francisco,No,9,0,9,2,18,3
173851,2024-05-31,BF1551,Ornaments,Male,34,New York,No,15,0,15,2,30,2
193388,2024-01-09,BF1548,Clothing,Female,28,Austin,No,65,0,65,3,195,3
133426,2024-01-24,BF1545,Other,Male,22,Portland,No,10,0,10,2,20,4
199143,2024-06-27,BF1552,Ornaments,Male,20,San Antonio,No,45,0,45,1,45,5
149382,2024-01-15,BF1554,Ornaments,Male,24,Glasgow,Yes,20,40,60,1,60,5
161029,2023-11-18,BF1550,Clothing,Male,31,San Francisco,No,97,0,97,1,97,2
165241,2024-01-18,BF1544,Other,Male,23,San Francisco,No,9,0,9,3,27,4
150708,2024-02-18,BF1546,Clothing,Male,21,Portland,No,118,0,118,1,118,2
132565,2024-08-17,BF1549,Clothing,Male,22,Miami,No,130,0,130,2,260,1
140394,2024-03-30,BF1548,Clothing,Male,23,Mumbai,Yes,65,70,135,3,405,5
158982,2024-09-14,BF1545,Other,Female,32,Dublin,Yes,10,40,50,1,50,3
168943,2023-11-29,BF1544,Other,Male,21,San Francisco,No,9,0,9,3,27,5
131010,2024-10-17,BF1550,Clothing,Male,32,Memphis,No,97,0,97,1,97,5
159114,2023-11-24,BF1550,Clothing,Male,29,Cleveland,No,97,0,97,1,97,2
169527,2024-09-07,BF1546,Clothing,Male,25,Manchester,Yes,118,40,158,1,158,1
183862,2024-06-04,BF1549,Clothing,Female,27,London,Yes,130,40,170,1,170,4
131057,2024-10-23,BF1550,Clothing,Male,30,Cleveland,No,97,0,97,3,291,3
133192,2024-03-13,BF1552,Ornaments,Male,19,Paris,Yes,45,50,95,1,95,4
197784,2024-03-03,BF1552,Ornaments,Male,33,Liverpool,Yes,45,40,85,2,170,2
124753,2024-09-13,BF1543,Clothing,Male,34,Portland,No,100,0,100,3,300,4
144157,2024-07-27,BF1554,Ornaments,Male,26,San Antonio,No,20,0,20,1,20,5
135925,2024-04-17,BF1549,Clothing,Male,18,Miami,No,130,0,130,1,130,5
160552,2024-07-13,BF1548,Clothing,Female,21,Pittsburgh,No,65,0,65,4,260,4
128098,2024-05-15,BF1548,Clothing,Female,28,Cleveland,No,65,0,65,1,65,4
120163,2024-01-03,BF1550,Clothing,Male,32,Manchester,Yes,97,40,137,1,137,3
128727,2024-08-27,BF1546,Clothing,Male,24,Cardiff,Yes,118,40,158,1,158,5
185602,2024-11-01,BF1543,Clothing,Male,26,New Delhi,Yes,100,70,170,1,170,4
159989,2024-10-22,BF1554,Ornaments,Male,18,Memphis,No,20,0,20,2,40,4
126250,2023-11-18,BF1551,Ornaments,Female,32,Cleveland,No,15,0,15,4,60,5
167846,2024-03-02,BF1543,Clothing,Male,19,San Antonio,No,100,0,100,1,100,3
186534,2024-09-04,BF1548,Clothing,Male,23,Glasgow,Yes,65,40,105,1,105,5
165043,2024-02-14,BF1549,Clothing,Male,35,San Francisco,No,130,0,130,1,130,4
199725,2024-06-06,BF1548,Clothing,Male,31,Liverpool,Yes,65,40,105,1,105,1
151509,2024-07-25,BF1549,Clothing,Male,31,Cleveland,No,130,0,130,1,130,4
159140,2024-01-14,BF1550,Clothing,Male,30,Las Vegas,No,97,0,97,1,97,3
158344,2024-08-07,BF1550,Clothing,Male,32,New Jersey,No,97,0,97,1,97,5
179486,2024-07-25,BF1547,Ornaments,Female,21,San Francisco,No,32,0,32,3,96,5
196131,2024-09-28,BF1550,Clothing,Male,25,San Antonio,No,97,0,97,3,291,5
199412,2024-02-07,BF1551,Ornaments,Female,21,San Antonio,No,15,0,15,1,15,5
140035,2024-05-09,BF1548,Clothing,Male,20,Las Vegas,No,65,0,65,1,65,2
128359,2024-04-30,BF1546,Clothing,Male,21,Liverpool,Yes,118,40,158,1,158,4
158647,2024-02-29,BF1550,Clothing,Male,18,Mumbai,Yes,97,70,167,1,167,1
178810,2024-05-22,BF1543,Clothing,Male,26,Cleveland,No,100,0,100,1,100,1
186131,2023-12-17,BF1548,Clothing,Male,31,Detroit,No,65,0,65,1,65,3
186012,2024-04-12,BF1551,Ornaments,Female,34,Detroit,No,15,0,15,1,15,1
196977,2024-06-06,BF1544,Other,Male,19,Cleveland,No,9,0,9,2,18,5
122118,2024-08-07,BF1551,Ornaments,Male,29,Cleveland,No,15,0,15,1,15,3
160143,2024-09-21,BF1548,Clothing,Female,29,San Antonio,No,65,0,65,1,65,3
170396,2023-11-29,BF1548,Clothing,Male,34,Austin,No,65,0,65,1,65,3
197337,2024-09-07,BF1546,Clothing,Female,34,New Jersey,No,118,0,118,2,236,4
181837,2024-02-22,BF1551,Ornaments,Male,22,Sacramento,No,15,0,15,1,15,3
150549,2023-11-20,BF1552,Ornaments,Male,22,Pittsburgh,No,45,0,45,2,90,1
198466,2024-05-30,BF1545,Other,Male,25,Dublin,Yes,10,40,50,4,200,5
171449,2024-03-25,BF1549,Clothing,Female,23,Las Vegas,No,130,0,130,2,260,4
173634,2023-11-14,BF1544,Other,Male,24,New Jersey,No,9,0,9,1,9,3
193636,2024-04-20,BF1553,Ornaments,Male,30,Portland,No,50,0,50,1,50,3
168524,2024-06-15,BF1550,Clothing,Male,22,Cleveland,No,97,0,97,1,97,5
172406,2024-03-13,BF1544,Other,Male,25,Sacramento,No,9,0,9,1,9,1
129603,2024-05-11,BF1543,Clothing,Male,35,Sydney,Yes,100,100,200,2,400,4
180439,2024-02-12,BF1548,Clothing,Male,28,Pittsburgh,No,65,0,65,5,325,1
129162,2024-08-18,BF1548,Clothing,Female,23,Pittsburgh,No,65,0,65,1,65,4
154797,2023-12-10,BF1546,Clothing,Female,32,New Jersey,No,118,0,118,2,236,1
150009,2024-04-11,BF1548,Clothing,Female,33,Paris,Yes,65,50,115,2,230,4
124235,2024-04-15,BF1548,Clothing,Female,33,Miami,No,65,0,65,2,130,1
155301,2023-11-11,BF1545,Other,Female,20,Paris,Yes,10,50,60,1,60,1
135885,2024-01-12,BF1551,Ornaments,Male,29,Austin,No,15,0,15,1,15,2
155461,2024-11-04,BF1552,Ornaments,Female,26,New York,No,45,0,45,2,90,5
184145,2024-05-23,BF1548,Clothing,Female,20,Las Vegas,No,65,0,65,1,65,2
178216,2024-02-24,BF1549,Clothing,Male,34,Liverpool,Yes,130,40,170,1,170,1
131701,2023-11-08,BF1552,Ornaments,Female,18,Detroit,No,45,0,45,1,45,1
126116,2024-10-14,BF1548,Clothing,Female,31,Sydney,Yes,65,100,165,1,165,5
191575,2024-03-26,BF1543,Clothing,Male,30,Cleveland,No,100,0,100,1,100,2
168197,2024-03-28,BF1546,Clothing,Male,29,New Delhi,Yes,118,70,188,1,188,5
182940,2024-06-18,BF1548,Clothing,Female,23,Cleveland,No,65,0,65,1,65,3
