Order_ID,Order_Date,Buyer_Age,Sales_Price,Shipping_Charges,Sales_per_Unit,Quantity,Total_Sales,Rating,Product_ID,Order_Location,International_Shipping,Buyer_Gender,Product_Category_Clothing,Product_Category_Ornaments,Product_Category_Other
133101,2024-06-27,34,130,0,130,1,130,3,6,22,0,0,1.0,0.0,0.0
161202,2024-06-15,28,65,70,135,1,135,1,5,13,1,1,1.0,0.0,0.0
121176,2024-04-15,31,130,0,130,1,130,4,6,16,0,0,1.0,0.0,0.0
193703,2024-05-21,19,97,40,137,1,137,4,7,8,1,1,1.0,0.0,0.0
135493,2024-01-19,25,9,0,9,1,9,1,1,20,0,1,0.0,0.0,1.0
134712,2023-12-03,19,15,0,15,3,45,1,8,10,0,0,0.0,1.0,0.0
190962,2023-12-19,22,15,0,15,2,30,4,8,2,0,1,0.0,1.0,0.0
163943,2024-05-25,18,32,0,32,2,64,5,4,10,0,1,0.0,1.0,0.0
132721,2024-05-01,21,65,40,105,5,525,3,5,4,1,0,1.0,0.0,0.0
175447,2024-01-02,27,20,0,20,1,20,4,11,16,0,0,0.0,1.0,0.0
198574,2023-12-14,28,9,0,9,1,9,5,1,11,0,1,0.0,0.0,1.0
134353,2024-06-12,35,50,0,50,5,250,4,10,20,0,0,0.0,1.0,0.0
174449,2024-05-13,31,20,25,45,1,45,5,11,24,1,0,0.0,1.0,0.0
172334,2024-05-20,23,45,0,45,1,45,1,9,11,0,1,0.0,1.0,0.0
159710,2024-10-05,32,97,70,167,4,668,3,7,13,1,1,1.0,0.0,0.0
161291,2024-05-23,18,65,0,65,1,65,4,5,20,0,0,1.0,0.0,0.0
189165,2024-04-02,18,65,0,65,1,65,5,5,6,0,1,1.0,0.0,0.0
154836,2024-05-01,29,65,0,65,1,65,2,5,3,0,1,1.0,0.0,0.0
167734,2024-09-24,29,9,40,49,1,49,5,1,9,1,0,0.0,0.0,1.0
197454,2024-07-22,34,65,0,65,1,65,5,5,6,0,1,1.0,0.0,0.0
185053,2024-10-08,30,65,0,65,1,65,4,5,6,0,1,1.0,0.0,0.0
147563,2024-05-28,21,15,70,85,1,85,1,8,13,1,1,0.0,1.0,0.0
149818,2024-10-07,21,130,0,130,1,130,4,6,10,0,1,1.0,0.0,0.0
196566,2023-11-24,35,20,100,120,3,360,3,11,23,1,0,0.0,1.0,0.0
127485,2024-06-18,31,65,0,65,1,65,3,5,20,0,0,1.0,0.0,0.0
123751,2024-01-11,22,97,0,97,1,97,4,7,6,0,1,1.0,0.0,0.0
136568,2024-07-24,18,45,0,45,1,45,3,9,16,0,1,0.0,1.0,0.0
122024,2024-08-21,28,100,0,100,1,100,5,0,3,0,1,1.0,0.0,0.0
142169,2024-07-28,35,100,40,140,4,560,1,0,5,1,1,1.0,0.0,0.0
185320,2024-07-09,25,65,70,135,1,135,1,5,13,1,1,1.0,0.0,0.0
179155,2024-01-31,19,10,40,50,3,150,1,2,1,1,0,0.0,0.0,1.0
187806,2023-11-18,30,118,0,118,1,118,5,3,10,0,1,1.0,0.0,0.0
138438,2024-03-03,33,65,0,65,1,65,3,5,11,0,1,1.0,0.0,0.0
198824,2024-07-28,31,45,0,45,1,45,5,9,16,0,1,0.0,1.0,0.0
159577,2024-02-13,25,45,0,45,1,45,4,9,15,0,1,0.0,1.0,0.0
160430,2024-03-16,31,9,100,109,1,109,5,1,23,1,1,0.0,0.0,1.0
163354,2024-10-03,27,65,0,65,2,130,4,5,18,0,0,1.0,0.0,0.0
131385,2023-12-29,25,9,40,49,1,49,4,1,5,1,1,0.0,0.0,1.0
137111,2024-07-07,18,15,0,15,3,45,2,8,10,0,0,0.0,1.0,0.0
126757,2023-12-13,28,10,25,35,3,105,2,2,12,1,0,0.0,0.0,1.0
134647,2024-02-03,30,9,40,49,2,98,4,1,4,1,1,0.0,0.0,1.0
167345,2024-06-15,21,118,0,118,1,118,3,3,22,0,1,1.0,0.0,0.0
141629,2024-04-03,32,65,0,65,1,65,5,5,0,0,1,1.0,0.0,0.0
134255,2023-11-09,27,65,0,65,2,130,3,5,3,0,1,1.0,0.0,0.0
135379,2024-05-27,19,130,0,130,1,130,5,6,18,0,1,1.0,0.0,0.0
177870,2024-10-31,23,97,0,97,1,97,4,7,21,0,1,1.0,0.0,0.0
178444,2024-05-07,20,97,0,97,1,97,4,7,0,0,1,1.0,0.0,0.0
161376,2024-08-06,28,118,0,118,1,118,4,3,21,0,1,1.0,0.0,0.0
162021,2024-05-14,34,65,0,65,1,65,4,5,18,0,0,1.0,0.0,0.0
188812,2024-03-27,31,50,0,50,1,50,1,10,10,0,0,0.0,1.0,0.0
172785,2024-05-27,34,15,0,15,2,30,5,8,18,0,1,0.0,1.0,0.0
189766,2023-11-10,25,100,0,100,1,100,5,0,15,0,1,1.0,0.0,0.0
160204,2024-03-10,31,100,0,100,1,100,5,0,11,0,0,1.0,0.0,0.0
137436,2024-09-21,28,20,50,70,2,140,2,11,17,1,1,0.0,1.0,0.0
189901,2023-12-06,28,97,0,97,2,194,5,7,6,0,0,1.0,0.0,0.0
193467,2023-12-14,28,9,0,9,2,18,1,1,18,0,0,0.0,0.0,1.0
190798,2024-08-14,27,20,40,60,3,180,4,11,1,1,0,0.0,1.0,0.0
137068,2024-04-18,35,65,0,65,1,65,1,5,15,0,1,1.0,0.0,0.0
148355,2024-02-22,28,97,0,97,2,194,4,7,16,0,1,1.0,0.0,0.0
173959,2024-10-13,28,97,0,97,4,388,3,7,22,0,0,1.0,0.0,0.0
140019,2024-03-23,32,100,0,100,3,300,5,0,10,0,1,1.0,0.0,0.0
165618,2024-10-24,18,10,0,10,1,10,4,2,19,0,1,0.0,0.0,1.0
193806,2024-05-21,28,65,0,65,1,65,5,5,10,0,1,1.0,0.0,0.0
159590,2024-04-22,26,20,0,20,1,20,5,11,20,0,0,0.0,1.0,0.0
123759,2024-08-07,26,20,0,20,1,20,2,11,6,0,0,0.0,1.0,0.0
130613,2023-11-11,19,130,0,130,1,130,4,6,16,0,0,1.0,0.0,0.0
133621,2023-12-29,25,97,0,97,1,97,1,7,19,0,1,1.0,0.0,0.0
185400,2024-01-04,35,65,40,105,2,210,1,5,9,1,1,1.0,0.0,0.0
183412,2024-04-27,20,65,0,65,5,325,4,5,16,0,1,1.0,0.0,0.0
162238,2024-06-29,33,65,0,65,1,65,5,5,11,0,1,1.0,0.0,0.0
161340,2024-08-13,27,9,0,9,1,9,5,1,11,0,1,0.0,0.0,1.0
128371,2024-02-21,20,15,40,55,1,55,2,8,9,1,0,0.0,1.0,0.0
195599,2024-05-20,21,130,40,170,1,170,4,6,9,1,0,1.0,0.0,0.0
172886,2024-11-01,26,97,40,137,1,137,5,7,4,1,1,1.0,0.0,0.0
122442,2024-06-17,34,97,0,97,1,97,4,7,3,0,1,1.0,0.0,0.0
184941,2024-08-29,29,65,40,105,1,105,4,5,9,1,1,1.0,0.0,0.0
122715,2023-12-11,34,65,0,65,3,195,5,5,18,0,1,1.0,0.0,0.0
136373,2023-12-13,28,65,0,65,1,65,4,5,2,0,1,1.0,0.0,0.0
177272,2024-01-27,21,65,0,65,1,65,5,5,16,0,0,1.0,0.0,0.0
142066,2024-08-24,34,118,0,118,1,118,4,3,21,0,1,1.0,0.0,0.0
138549,2024-04-07,33,9,0,9,3,27,5,1,15,0,1,0.0,0.0,1.0
167834,2024-02-14,18,97,0,97,4,388,5,7,0,0,0,1.0,0.0,0.0
151522,2024-04-05,33,65,0,65,1,65,4,5,19,0,1,1.0,0.0,0.0
150033,2024-09-03,24,65,40,105,1,105,1,5,8,1,1,1.0,0.0,0.0
153920,2023-11-14,25,130,50,180,1,180,2,6,17,1,1,1.0,0.0,0.0
142254,2023-12-28,18,100,0,100,3,300,4,0,16,0,1,1.0,0.0,0.0
175990,2024-06-29,23,9,40,49,1,49,4,1,9,1,0,0.0,0.0,1.0
142064,2024-09-16,30,100,40,140,1,140,1,0,1,1,1,1.0,0.0,0.0
146478,2023-12-12,33,65,0,65,4,260,5,5,6,0,1,1.0,0.0,0.0
144693,2024-02-19,35,65,0,65,1,65,5,5,0,0,1,1.0,0.0,0.0
162075,2024-02-26,19,20,0,20,2,40,5,11,20,0,1,0.0,1.0,0.0
123872,2024-01-19,22,20,0,20,1,20,2,11,3,0,1,0.0,1.0,0.0
193479,2024-05-27,30,23,100,123,1,123,4,12,23,1,1,0.0,0.0,1.0
132756,2024-01-13,28,65,0,65,1,65,4,5,22,0,1,1.0,0.0,0.0
127721,2024-10-17,29,65,0,65,1,65,5,5,22,0,1,1.0,0.0,0.0
172180,2024-08-20,25,97,0,97,2,194,4,7,20,0,1,1.0,0.0,0.0
130770,2024-02-02,19,15,0,15,3,45,5,8,20,0,0,0.0,1.0,0.0
190504,2024-03-25,18,65,0,65,1,65,4,5,15,0,1,1.0,0.0,0.0
187652,2024-10-21,19,20,0,20,1,20,1,11,16,0,0,0.0,1.0,0.0
158452,2024-01-07,26,15,0,15,1,15,5,8,19,0,0,0.0,1.0,0.0
196828,2024-07-26,34,20,0,20,1,20,5,11,10,0,1,0.0,1.0,0.0
195111,2024-02-17,18,65,0,65,1,65,3,5,20,0,0,1.0,0.0,0.0
130944,2024-01-26,34,130,0,130,1,130,3,6,20,0,0,1.0,0.0,0.0
125329,2024-09-27,31,100,0,100,1,100,2,0,22,0,1,1.0,0.0,0.0
129948,2023-11-29,27,10,0,10,3,30,4,2,19,0,1,0.0,0.0,1.0
196598,2024-08-15,27,118,0,118,3,354,4,3,2,0,1,1.0,0.0,0.0
144614,2024-03-08,31,100,40,140,1,140,2,0,9,1,1,1.0,0.0,0.0
198417,2023-11-12,28,23,0,23,1,23,5,12,15,0,1,0.0,0.0,1.0
173027,2024-09-26,18,10,0,10,5,50,1,2,3,0,0,0.0,0.0,1.0
172708,2024-03-16,33,10,0,10,1,10,5,2,2,0,1,0.0,0.0,1.0
124936,2024-04-14,22,65,40,105,1,105,4,5,4,1,1,1.0,0.0,0.0
133591,2024-02-28,21,20,70,90,1,90,4,11,14,1,1,0.0,1.0,0.0
133700,2024-01-03,18,100,40,140,3,420,4,0,5,1,1,1.0,0.0,0.0
150164,2024-04-27,24,118,40,158,1,158,4,3,8,1,1,1.0,0.0,0.0
150324,2024-04-10,27,100,0,100,1,100,2,0,0,0,1,1.0,0.0,0.0
121573,2024-03-27,18,100,0,100,1,100,3,0,3,0,0,1.0,0.0,0.0
182568,2024-07-13,26,118,0,118,3,354,3,3,16,0,1,1.0,0.0,0.0
155854,2024-06-03,32,45,70,115,1,115,5,9,14,1,1,0.0,1.0,0.0
171767,2024-07-25,35,9,40,49,2,98,4,1,5,1,0,0.0,0.0,1.0
151776,2024-07-08,32,100,0,100,1,100,4,0,19,0,1,1.0,0.0,0.0
126106,2024-04-16,33,9,0,9,1,9,5,1,3,0,1,0.0,0.0,1.0
149676,2024-05-21,32,9,0,9,1,9,5,1,6,0,0,0.0,0.0,1.0
124946,2024-09-29,19,50,0,50,1,50,5,10,3,0,1,0.0,1.0,0.0
151290,2024-06-08,26,50,25,75,3,225,2,10,12,1,1,0.0,1.0,0.0
141231,2023-12-18,31,9,0,9,1,9,3,1,18,0,1,0.0,0.0,1.0
123578,2024-09-30,33,20,0,20,1,20,3,11,21,0,0,0.0,1.0,0.0
132569,2024-07-08,23,118,40,158,2,316,5,3,1,1,1,1.0,0.0,0.0
155991,2024-04-08,25,65,0,65,2,130,5,5,0,0,1,1.0,0.0,0.0
162664,2024-01-09,29,10,0,10,4,40,5,2,16,0,1,0.0,0.0,1.0
169254,2024-04-08,21,9,0,9,3,27,3,1,16,0,1,0.0,0.0,1.0
120401,2024-09-26,33,9,0,9,2,18,5,1,15,0,1,0.0,0.0,1.0
123989,2023-11-21,32,100,40,140,4,560,5,0,5,1,1,1.0,0.0,0.0
168419,2024-03-04,18,20,0,20,1,20,4,11,6,0,0,0.0,1.0,0.0
125654,2024-07-18,27,9,0,9,4,36,4,1,0,0,1,0.0,0.0,1.0
141174,2024-01-13,26,9,0,9,2,18,2,1,2,0,1,0.0,0.0,1.0
195120,2024-06-29,35,100,40,140,2,280,4,0,9,1,1,1.0,0.0,0.0
135551,2024-08-16,20,130,0,130,3,390,3,6,22,0,1,1.0,0.0,0.0
140303,2024-05-21,18,100,70,170,1,170,2,0,13,1,1,1.0,0.0,0.0
121960,2024-07-27,27,20,0,20,1,20,3,11,2,0,1,0.0,1.0,0.0
125590,2023-12-17,26,97,0,97,1,97,1,7,0,0,1,1.0,0.0,0.0
126509,2024-09-19,32,65,0,65,1,65,5,5,18,0,0,1.0,0.0,0.0
139624,2024-08-08,35,23,0,23,1,23,5,12,21,0,0,0.0,0.0,1.0
174545,2024-06-08,26,65,70,135,5,675,5,5,14,1,1,1.0,0.0,0.0
168686,2023-12-13,20,23,0,23,2,46,4,12,19,0,1,0.0,0.0,1.0
159535,2024-01-05,35,97,0,97,4,388,5,7,16,0,1,1.0,0.0,0.0
145836,2024-10-27,21,65,0,65,1,65,3,5,3,0,1,1.0,0.0,0.0
144862,2024-01-02,23,15,0,15,1,15,1,8,20,0,1,0.0,1.0,0.0
132287,2024-06-12,31,15,40,55,1,55,5,8,8,1,1,0.0,1.0,0.0
163954,2023-12-21,21,20,0,20,1,20,5,11,22,0,0,0.0,1.0,0.0
191891,2024-07-11,22,100,25,125,1,125,5,0,12,1,1,1.0,0.0,0.0
172629,2024-03-28,20,97,70,167,3,501,5,7,13,1,0,1.0,0.0,0.0
123754,2024-01-15,27,130,0,130,1,130,5,6,16,0,1,1.0,0.0,0.0
170137,2024-05-10,20,130,70,200,2,400,2,6,13,1,1,1.0,0.0,0.0
132149,2024-07-15,21,9,0,9,1,9,4,1,2,0,1,0.0,0.0,1.0
188540,2024-09-30,23,97,0,97,3,291,4,7,21,0,1,1.0,0.0,0.0
147943,2024-01-24,30,130,0,130,1,130,1,6,0,0,1,1.0,0.0,0.0
140917,2024-03-31,34,45,25,70,4,280,4,9,24,1,0,0.0,1.0,0.0
135861,2024-04-10,32,65,40,105,3,315,3,5,4,1,0,1.0,0.0,0.0
189728,2023-11-17,32,65,0,65,2,130,1,5,16,0,1,1.0,0.0,0.0
148124,2024-07-13,23,65,0,65,1,65,5,5,18,0,1,1.0,0.0,0.0
192066,2024-05-30,26,65,0,65,1,65,1,5,15,0,0,1.0,0.0,0.0
125781,2023-12-13,27,45,50,95,2,190,4,9,17,1,0,0.0,1.0,0.0
175877,2023-12-19,34,100,0,100,5,500,4,0,6,0,0,1.0,0.0,0.0
143632,2024-08-26,26,97,40,137,1,137,5,7,7,1,0,1.0,0.0,0.0
194032,2024-06-24,22,65,0,65,1,65,3,5,11,0,0,1.0,0.0,0.0
187717,2024-05-19,32,10,40,50,2,100,1,2,1,1,1,0.0,0.0,1.0
146617,2023-11-14,19,20,25,45,1,45,1,11,24,1,0,0.0,1.0,0.0
125591,2024-07-29,24,15,25,40,3,120,1,8,24,1,1,0.0,1.0,0.0
161021,2024-02-24,31,50,0,50,1,50,5,10,15,0,1,0.0,1.0,0.0
180763,2024-07-09,23,118,0,118,2,236,3,3,15,0,1,1.0,0.0,0.0
135635,2024-06-28,32,97,40,137,4,548,3,7,1,1,0,1.0,0.0,0.0
143168,2024-09-20,19,20,0,20,1,20,4,11,2,0,0,0.0,1.0,0.0
175511,2024-10-11,20,20,70,90,5,450,4,11,14,1,0,0.0,1.0,0.0
141624,2024-02-11,26,97,70,167,1,167,4,7,14,1,0,1.0,0.0,0.0
121344,2024-09-06,21,100,0,100,1,100,1,0,10,0,1,1.0,0.0,0.0
130626,2024-05-01,20,100,0,100,2,200,2,0,18,0,1,1.0,0.0,0.0
124565,2023-12-10,33,45,0,45,1,45,4,9,3,0,0,0.0,1.0,0.0
169741,2024-03-06,20,65,0,65,1,65,3,5,2,0,1,1.0,0.0,0.0
121988,2023-12-04,25,97,0,97,2,194,4,7,21,0,1,1.0,0.0,0.0
138465,2024-06-11,26,65,50,115,1,115,4,5,17,1,1,1.0,0.0,0.0
124441,2024-04-25,31,65,0,65,1,65,3,5,10,0,0,1.0,0.0,0.0
142964,2024-08-01,18,65,0,65,1,65,5,5,18,0,0,1.0,0.0,0.0
135143,2024-02-10,19,65,0,65,5,325,5,5,18,0,0,1.0,0.0,0.0
140029,2024-08-21,31,100,0,100,3,300,5,0,22,0,1,1.0,0.0,0.0
191974,2023-12-19,18,130,40,170,1,170,2,6,5,1,1,1.0,0.0,0.0
166057,2024-10-06,21,65,25,90,2,180,1,5,24,1,1,1.0,0.0,0.0
123308,2023-12-02,26,97,0,97,1,97,4,7,10,0,1,1.0,0.0,0.0
169588,2024-03-02,27,118,40,158,1,158,5,3,1,1,1,1.0,0.0,0.0
138435,2024-02-27,20,118,0,118,1,118,3,3,16,0,1,1.0,0.0,0.0
187783,2023-11-24,23,130,0,130,1,130,1,6,3,0,0,1.0,0.0,0.0
153582,2024-03-28,29,65,0,65,1,65,2,5,11,0,1,1.0,0.0,0.0
192046,2024-08-12,29,32,0,32,4,128,5,4,21,0,1,0.0,1.0,0.0
178078,2024-07-27,33,23,0,23,1,23,3,12,3,0,1,0.0,0.0,1.0
141286,2024-11-02,33,9,0,9,2,18,1,1,15,0,1,0.0,0.0,1.0
196671,2024-03-21,24,65,0,65,1,65,1,5,11,0,1,1.0,0.0,0.0
199228,2024-04-26,30,15,0,15,1,15,3,8,20,0,1,0.0,1.0,0.0
167207,2023-11-26,30,97,40,137,2,274,5,7,9,1,1,1.0,0.0,0.0
153528,2023-11-22,25,100,0,100,1,100,5,0,11,0,1,1.0,0.0,0.0
147091,2024-03-19,21,100,40,140,1,140,5,0,4,1,1,1.0,0.0,0.0
142714,2024-04-22,19,45,40,85,1,85,5,9,9,1,0,0.0,1.0,0.0
152195,2024-07-26,27,32,0,32,1,32,1,4,2,0,1,0.0,1.0,0.0
191316,2024-10-29,30,100,100,200,1,200,1,0,23,1,1,1.0,0.0,0.0
143552,2024-02-22,22,20,0,20,1,20,4,11,20,0,1,0.0,1.0,0.0
171279,2024-10-03,20,65,0,65,2,130,1,5,15,0,0,1.0,0.0,0.0
165140,2024-10-26,35,9,0,9,3,27,4,1,16,0,1,0.0,0.0,1.0
133225,2024-01-13,25,130,0,130,1,130,5,6,6,0,1,1.0,0.0,0.0
120358,2024-08-29,30,50,0,50,3,150,5,10,11,0,0,0.0,1.0,0.0
189858,2023-12-18,29,65,0,65,1,65,1,5,18,0,1,1.0,0.0,0.0
128145,2024-02-11,32,20,0,20,1,20,5,11,15,0,0,0.0,1.0,0.0
195679,2024-08-02,20,65,40,105,4,420,4,5,1,1,0,1.0,0.0,0.0
186771,2023-12-07,35,65,70,135,1,135,5,5,13,1,1,1.0,0.0,0.0
174922,2023-12-31,25,9,0,9,1,9,4,1,10,0,1,0.0,0.0,1.0
185660,2024-09-12,22,65,40,105,3,315,5,5,8,1,1,1.0,0.0,0.0
193147,2024-01-22,26,10,0,10,2,20,5,2,10,0,1,0.0,0.0,1.0
172554,2024-03-05,33,10,25,35,1,35,4,2,12,1,1,0.0,0.0,1.0
151777,2024-06-08,35,15,0,15,1,15,5,8,18,0,1,0.0,1.0,0.0
178385,2024-07-21,25,9,0,9,4,36,4,1,11,0,1,0.0,0.0,1.0
139325,2024-02-24,34,130,100,230,1,230,4,6,23,1,0,1.0,0.0,0.0
147697,2024-03-08,33,65,0,65,1,65,1,5,11,0,0,1.0,0.0,0.0
152593,2024-02-22,23,15,40,55,3,165,5,8,5,1,1,0.0,1.0,0.0
140040,2024-01-07,19,97,0,97,1,97,3,7,0,0,0,1.0,0.0,0.0
123332,2024-02-19,27,100,0,100,1,100,1,0,21,0,1,1.0,0.0,0.0
154493,2024-01-02,20,65,25,90,1,90,5,5,12,1,1,1.0,0.0,0.0
177684,2024-03-27,35,100,0,100,1,100,4,0,15,0,1,1.0,0.0,0.0
152392,2024-04-07,27,100,0,100,1,100,4,0,21,0,0,1.0,0.0,0.0
148274,2024-10-06,34,32,0,32,2,64,4,4,21,0,0,0.0,1.0,0.0
146621,2024-10-03,27,130,0,130,1,130,5,6,22,0,0,1.0,0.0,0.0
189264,2024-09-29,26,15,0,15,2,30,4,8,2,0,1,0.0,1.0,0.0
123617,2024-02-24,21,65,0,65,1,65,4,5,20,0,0,1.0,0.0,0.0
141076,2023-11-07,22,100,0,100,1,100,2,0,21,0,0,1.0,0.0,0.0
192397,2024-01-04,19,10,70,80,1,80,4,2,13,1,1,0.0,0.0,1.0
188637,2024-01-01,25,10,25,35,3,105,5,2,24,1,1,0.0,0.0,1.0
155241,2024-01-17,33,65,70,135,2,270,5,5,13,1,1,1.0,0.0,0.0
174663,2024-10-13,18,97,0,97,1,97,3,7,21,0,1,1.0,0.0,0.0
144175,2024-09-12,18,100,0,100,1,100,3,0,15,0,1,1.0,0.0,0.0
165104,2023-11-16,20,65,0,65,1,65,4,5,16,0,1,1.0,0.0,0.0
148396,2024-04-10,26,65,40,105,2,210,2,5,7,1,1,1.0,0.0,0.0
146065,2023-11-29,33,15,40,55,2,110,4,8,8,1,1,0.0,1.0,0.0
164285,2024-02-17,24,15,0,15,2,30,5,8,10,0,1,0.0,1.0,0.0
121500,2024-10-25,27,130,0,130,1,130,5,6,18,0,1,1.0,0.0,0.0
166465,2024-07-25,33,65,25,90,1,90,4,5,24,1,1,1.0,0.0,0.0
185131,2024-02-24,32,15,0,15,1,15,2,8,2,0,1,0.0,1.0,0.0
136957,2024-08-29,18,45,0,45,4,180,5,9,10,0,0,0.0,1.0,0.0
159042,2024-09-16,18,100,40,140,1,140,3,0,7,1,0,1.0,0.0,0.0
194033,2023-12-20,33,20,40,60,1,60,5,11,8,1,0,0.0,1.0,0.0
126362,2024-01-29,26,100,40,140,2,280,2,0,1,1,1,1.0,0.0,0.0
152479,2023-11-13,18,10,40,50,1,50,4,2,8,1,1,0.0,0.0,1.0
161251,2024-02-22,26,15,0,15,1,15,2,8,18,0,1,0.0,1.0,0.0
188147,2023-12-26,20,45,0,45,1,45,3,9,16,0,1,0.0,1.0,0.0
161342,2024-04-19,23,65,70,135,2,270,2,5,13,1,1,1.0,0.0,0.0
174920,2024-01-08,35,9,0,9,2,18,5,1,19,0,1,0.0,0.0,1.0
199394,2024-04-14,29,65,0,65,4,260,4,5,19,0,1,1.0,0.0,0.0
180773,2023-12-24,29,20,0,20,2,40,5,11,16,0,1,0.0,1.0,0.0
160871,2024-02-25,28,118,0,118,2,236,3,3,2,0,0,1.0,0.0,0.0
172375,2024-07-10,30,65,70,135,1,135,4,5,14,1,1,1.0,0.0,0.0
161371,2024-01-03,25,65,100,165,1,165,3,5,23,1,1,1.0,0.0,0.0
183958,2024-07-24,24,10,0,10,2,20,4,2,2,0,0,0.0,0.0,1.0
148991,2024-10-29,33,32,0,32,1,32,4,4,16,0,0,0.0,1.0,0.0
165183,2024-06-27,19,32,0,32,1,32,3,4,16,0,0,0.0,1.0,0.0
138528,2024-05-10,21,97,40,137,4,548,4,7,1,1,1,1.0,0.0,0.0
123693,2024-01-31,35,65,0,65,1,65,4,5,22,0,0,1.0,0.0,0.0
131928,2024-05-29,19,20,0,20,2,40,1,11,21,0,1,0.0,1.0,0.0
156664,2024-09-08,22,9,0,9,1,9,2,1,2,0,0,0.0,0.0,1.0
144846,2024-03-16,26,45,0,45,1,45,4,9,21,0,1,0.0,1.0,0.0
122267,2024-01-10,20,118,0,118,1,118,5,3,0,0,1,1.0,0.0,0.0
125828,2024-03-09,32,9,0,9,1,9,3,1,19,0,0,0.0,0.0,1.0
168585,2024-03-28,30,100,0,100,2,200,4,0,16,0,1,1.0,0.0,0.0
176400,2024-06-11,26,15,0,15,4,60,5,8,2,0,1,0.0,1.0,0.0
169427,2024-11-02,19,118,0,118,1,118,4,3,11,0,1,1.0,0.0,0.0
161058,2023-12-26,20,9,40,49,2,98,4,1,7,1,0,0.0,0.0,1.0
175000,2024-01-18,26,9,0,9,1,9,5,1,18,0,1,0.0,0.0,1.0
147492,2023-12-07,29,45,0,45,2,90,4,9,16,0,1,0.0,1.0,0.0
147267,2024-05-30,27,10,25,35,1,35,4,2,24,1,1,0.0,0.0,1.0
195660,2024-07-09,25,130,0,130,1,130,3,6,20,0,0,1.0,0.0,0.0
162143,2024-03-11,34,65,40,105,1,105,1,5,8,1,1,1.0,0.0,0.0
154653,2024-06-07,25,97,0,97,1,97,5,7,2,0,1,1.0,0.0,0.0
146053,2024-04-15,19,15,70,85,1,85,1,8,13,1,1,0.0,1.0,0.0
137912,2024-08-30,25,9,40,49,1,49,4,1,7,1,0,0.0,0.0,1.0
124760,2024-10-02,33,100,0,100,1,100,4,0,3,0,0,1.0,0.0,0.0
184880,2023-12-06,30,100,50,150,1,150,5,0,17,1,0,1.0,0.0,0.0
161562,2024-01-10,29,20,40,60,1,60,4,11,7,1,0,0.0,1.0,0.0
180333,2024-06-22,19,65,40,105,3,315,3,5,5,1,1,1.0,0.0,0.0
179854,2024-03-23,24,9,0,9,5,45,4,1,10,0,1,0.0,0.0,1.0
126791,2024-08-04,25,50,0,50,1,50,1,10,20,0,1,0.0,1.0,0.0
148984,2024-01-05,27,65,50,115,1,115,4,5,17,1,1,1.0,0.0,0.0
120924,2024-06-17,20,15,40,55,1,55,5,8,9,1,1,0.0,1.0,0.0
180955,2023-11-27,21,65,70,135,1,135,3,5,14,1,0,1.0,0.0,0.0
196929,2023-11-18,30,65,0,65,1,65,4,5,3,0,1,1.0,0.0,0.0
170246,2024-01-13,30,10,0,10,2,20,5,2,11,0,1,0.0,0.0,1.0
158294,2024-07-23,20,50,0,50,1,50,5,10,19,0,0,0.0,1.0,0.0
151393,2024-07-04,35,50,100,150,1,150,5,10,23,1,1,0.0,1.0,0.0
137496,2024-04-29,35,65,40,105,1,105,5,5,1,1,0,1.0,0.0,0.0
162975,2024-06-23,21,32,0,32,1,32,4,4,20,0,0,0.0,1.0,0.0
145198,2023-12-13,35,20,0,20,1,20,3,11,16,0,0,0.0,1.0,0.0
177823,2024-02-06,18,130,40,170,1,170,4,6,1,1,1,1.0,0.0,0.0
139302,2024-02-06,30,10,0,10,2,20,2,2,19,0,0,0.0,0.0,1.0
158759,2023-12-07,29,65,0,65,2,130,4,5,22,0,0,1.0,0.0,0.0
158957,2024-10-12,24,100,0,100,1,100,3,0,0,0,1,1.0,0.0,0.0
188916,2024-06-12,18,10,0,10,1,10,5,2,21,0,1,0.0,0.0,1.0
143131,2024-03-27,22,15,0,15,3,45,2,8,19,0,0,0.0,1.0,0.0
191615,2024-03-16,33,97,100,197,1,197,4,7,23,1,0,1.0,0.0,0.0
191914,2024-04-24,24,118,0,118,1,118,1,3,21,0,0,1.0,0.0,0.0
177950,2024-08-20,35,65,100,165,1,165,4,5,23,1,0,1.0,0.0,0.0
197278,2024-04-04,33,97,0,97,1,97,2,7,6,0,1,1.0,0.0,0.0
153092,2023-11-07,24,10,40,50,4,200,1,2,4,1,1,0.0,0.0,1.0
133436,2023-12-25,35,100,40,140,1,140,4,0,1,1,1,1.0,0.0,0.0
134630,2023-11-10,35,10,0,10,1,10,5,2,15,0,0,0.0,0.0,1.0
136677,2023-11-12,31,15,0,15,1,15,4,8,3,0,1,0.0,1.0,0.0
129765,2024-09-24,19,9,0,9,1,9,5,1,21,0,0,0.0,0.0,1.0
165436,2024-09-13,32,9,0,9,2,18,4,1,10,0,1,0.0,0.0,1.0
182754,2024-07-17,35,50,70,120,1,120,3,10,14,1,1,0.0,1.0,0.0
144463,2024-04-21,28,20,0,20,1,20,3,11,16,0,0,0.0,1.0,0.0
198619,2023-11-28,21,97,0,97,2,194,5,7,6,0,1,1.0,0.0,0.0
163699,2024-06-17,29,100,0,100,1,100,3,0,11,0,0,1.0,0.0,0.0
160933,2024-02-25,32,65,40,105,1,105,5,5,7,1,1,1.0,0.0,0.0
